aa	aa
az	az
st	st
ak	अकन
en	अंग्रेज़ी
en-GB	अंग्रेज़ी (GB)
en-US	अंग्रेज़ी (US)
af	अफ्रीकी
ab	अब्खाज़ियन्
am	अम्हारिक्
ar	अरबी
hy	अरमेनियन्
ae	अवस्तन्
av	अवारिक्
as	असामी
ga	आईरिश
is	आईस्लैंडिक्
ay	आयमारा
an	आर्गोनी
sq	आल्बेनियन्
ik	इनुपियाक़्
iu	इनूक्टीटूत्
id	इन्डोनेशियन्
ig	ईग्बो
it	ईटालियन्
io	ईडो
ia	ईन्टरलिंग्वा
ie	ईन्टरलिंग्वे
ug	उईग़ुर
uz	उज़बेक्
or	उड़िया
nd	उत्तर न्दबेले
se	उत्तरी सामी
ur	ऊर्दु
ee	एवे
eo	एस्पेरान्तो
et	ऐस्टोनियन्
oc	ओक्सीतान
om	ओरोमो (अफ़ान)
os	ओस्सेटी
oj	ओहीबवा
kk	क़ज़ाख़्
kr	कनुरी
kn	कन्नड्
kl	कलालीसुत
ks	कश्मिरी
ca	कातालान्
ki	किकुयु
rw	किन्यारुआण्डा
ky	किरग़ीज़्
rn	किरून्दी
kj	कुआनयामा
ku	कुर्दी
kg	कॉंगो
kv	कोमी
ko	कोरीयन्
co	कोर्सीकन्
kw	कौर्नवॉली
cr	क्री
hr	क्रोएशन्
qu	क्वेचुआ
xh	ख़ोसा
km	ख्मेर
lg	गांडा
gn	गुआरानी
gu	गुजराती
gl	गैलिशियन्
el	ग्रीक
cu	चर्च स्लाविक्
ch	चामोरो
zh	चीनी
cv	चुवाश्
cs	चेक्
ce	चेचेन्
de	ज़र्मन
ja	जापानी
jv	जावानीस
za	ज़ुआंग
zu	ज़ुलू
ka	जॉर्जियन्
tt	टाटर्
ty	टाहिटि
to	टॉंगा
tw	ट्वी
nl	डच्
da	डैनीश्
ta	तमिळ
tl	तागालोग
tg	ताजिक्
ti	तिग्रीन्या
bo	तिब्बती
tk	तुर्कमेन
tr	तुर्की
te	तेलुगु
tn	त्स्वाना
th	थाई
nr	दक्षिणी न्दबेले
dv	दीवेही
na	नाऊरू
nv	नावाहो
ne	नेपाली
nn	नॉर्वेजियन् नीनॉर्स्क्
no	नॉर्वेजीयन्
nb	नोर्वेगी बोकमाल
ng	न्डोंगा
ny	न्यानजा
ps	पख़्तु
pa	पंजाबी
fy	पश्चीमी फ्रीज़ियन्
pi	पाली
pt	पुर्तगाली
pl	पोलिश
fa	फार्सी
fi	फिनिश्
fo	फिरोज़ी
fj	फ़ीजी
ff	फुलाह्
fr	फ्रांसीसी
bn	बंगला
my	बर्मी
bg	बल्गैरियन्
ba	बशख़िर्
bm	बांबारा
eu	बास्क्
bi	बिस्लामा
be	बैलोरूसियन्
bs	बोस्नियाई
br	ब्रटों
dz	भुटानी
mr	मराठी
ml	मलयालम
ms	मलाय
mi	माओरी
mh	मार्शली
mt	मालटीज़्
mg	मालागासी
gv	मैंक्स
mk	मैसेडोनियन्
mn	मोंगोलियन
yi	यीद्दीश
uk	यूक्रेनियन्
yo	योरूबा
ru	रुसी
ro	रूमानीयन्
rm	रेह्टो-रोमान्स
lo	लाओसीयन्
lv	लाटवियन् (लैट्टीश)
ln	लिंगाला
lt	लिथुआनियन्
li	लींबुर्गी
lb	लुक्समबुर्गी
lu	लुबा कटांगा
la	लैटीन्
wa	वालुन
vi	वियेतनामी
ve	वेंडा
cy	वैल्श्
vo	वोलापोक
wo	वोलोफ
sn	शोना
sr	सर्बियन्
sh	सर्बो-क्रोएशन्
sa	संस्कृत्
sg	सांग्रो
sm	सामोअन
sc	सार्दीनी
sd	सिंधी
ii	सीचुआन् यी
si	सींहाला
su	सुन्दानी
ts	सोंगा
so	सोमाली
gd	स्कॉट्स् गैलिक्
es	स्पैनिश
sk	स्लोवाक्
sl	स्लोवेनियन्
ss	स्वाटि
sw	स्वाहिली
sv	स्वीडिश
ha	हउसा
hu	हंगैरीयन्
ht	हाईशीयन्
hi	हिंदी
he	हिब्रु
ho	हीरी मोटु
hz	हेरेरो
